"","Date","beta_0","beta_1","beta_2","beta_3","tau1","tau2"
"47","2015-03-02",12.8136711138366,2.10881350544309,-0.250698533731219,3.70772217355853,0.687318220163496,1.67291223659347
"48","2015-04-01",12.7342844039277,0.327259972254061,3.87024071463557,2.15789009644554,0.129678799489867,0.836453734134976
"49","2015-05-05",11.2845398180762,0.728725178268586,3.5152953441135,3.19086514175135,0.129678799489867,0.836453734134976
"50","2015-06-01",10.8857153867357,1.07839343589834,2.06031949633424,2.88883648965417,0.129678799489867,0.836453734134976
"51","2015-07-01",10.7208070253386,-0.21504046649696,2.64562652491477,2.16684532164676,0.129678799489867,0.836453734134976
"52","2015-08-03",7.6372105686849,3.22865952805175,2.76038229204704,8.53457845783864,0.687318220163496,3.34581331422505
"53","2015-09-01",11.1207455309506,-0.00973682225103992,0.658490205618693,-0.356863549630707,0.687318220163496,2.50937808531124
"54","2015-10-01",10.7586543978118,0.358699377061389,0.234044040694868,0.301870511832163,0.687318220163496,0.836453734134976
"55","2015-11-02",10.5992450382262,0.613021627525727,-0.268420571751473,1.04372096661521,0.687318220163496,0.836453734134976
"56","2015-12-01",10.5195826814552,0.56177914388876,-0.0237102708244907,1.1037114676069,0.687318220163496,0.836453734134976
"57","2016-01-11",9.92269268322021,1.14187440379358,0.645441090234082,2.21681468563413,0.687318220163496,3.34581331422505
"58","2016-02-01",10.6510232044638,-0.23467765932173,0.90218641304078,0.528681038091254,0.129678799489867,0.836453734134976
"59","2016-03-01",9.47231486076514,1.28218713529114,0.977188386834702,2.64464581727543,0.687318220163496,3.62464273673143
"60","2016-04-01",9.09276166260257,1.60147437094296,1.21516614334005,3.42475477403705,0.687318220163496,3.62464273673143
"61","2016-05-04",9.42729322949118,1.34958104853769,0.482261253300917,2.54649117540241,0.687318220163496,2.78817524710279
"62","2016-06-01",8.78384502682702,1.73917507209723,1.23639118079863,3.68274809886368,0.687318220163496,3.62464273673143
"63","2016-07-01",8.70291622865439,1.46824541076148,1.27222575442235,3.43312047375748,0.687318220163496,3.62464273673143
"64","2016-08-01",8.82698298515778,1.33217165309956,1.22892387548325,2.89665269296462,0.687318220163496,3.62464273673143
"65","2016-09-01",8.89968990099457,1.17527592551562,1.02115656278738,2.38273671505295,0.687318220163496,3.62464273673143
"66","2016-10-03",9.02360434504604,1.02432333445292,0.82664371065725,2.1595634935174,0.687318220163496,3.62464273673143
"67","2016-11-01",9.20243489184005,0.793031684905044,0.856654593489154,1.75674338984942,0.687318220163496,3.62464273673143
"68","2016-12-01",9.35556693870562,0.696010715014503,0.419853663497516,1.31677685475192,0.687318220163496,2.78817524710279
"69","2017-01-09",9.02401648143688,0.980739083921099,0.540456897660971,1.93453262615404,0.687318220163496,2.78817524710279
"70","2017-02-01",8.88578117881953,1.11879538919236,0.608583524970988,2.42601381942864,0.687318220163496,2.78817524710279
"71","2017-03-01",8.39739342138498,1.51852765250033,1.12836889803051,3.40108233116635,0.687318220163496,3.62464273673143
"72","2017-04-03",8.45438888128541,1.25856051833091,0.70215971421165,2.42976625197652,0.687318220163496,2.78817524710279
"73","2017-05-02",7.37615906470155,1.77039955720183,1.66365138843828,3.70628232230105,0.687318220163496,3.62464273673143
"74","2017-06-01",7.06706702693538,1.8702329808653,1.47371417589581,3.78611260307681,0.687318220163496,3.62464273673143
"75","2017-07-03",7.72208386105059,1.11429724337861,0.812799789376079,2.20885430344579,0.687318220163496,2.78817524710279
"76","2017-08-01",7.98122502195366,0.76312562426462,0.910175592746784,1.3436569076795,0.687318220163496,2.78817524710279
"77","2017-09-01",7.64703883071401,0.866429261310694,0.461951672339916,1.51573078731217,0.687318220163496,2.78817524710279
"78","2017-10-02",7.29286942681878,0.776589699583371,0.728269167353348,1.47152632536436,0.687318220163496,3.62464273673143
"79","2017-11-01",7.07846202307932,0.748859132142566,0.751525861025047,1.36307657871868,0.687318220163496,3.62464273673143
"80","2017-12-01",6.88332697489934,0.83097298785308,0.620606247872589,1.57052922119488,0.687318220163496,3.62464273673143
"81","2018-01-09",6.17616117828139,0.940126758618418,1.09486916126824,2.27552227272498,0.687318220163496,4.46109103824141
"82","2018-02-01",6.07677946111644,0.931236728700908,0.82199203888768,1.37936105394795,0.687318220163496,3.62464273673143
"83","2018-03-01",5.99844259742865,1.0882792683353,0.856484636542684,1.33056514033838,0.687318220163496,2.78817524710279
"84","2018-04-02",6.30861170800107,0.677051874902517,0.473565810855902,1.20000401949472,0.687318220163496,2.78817524710279
"85","2018-05-03",6.53661558725183,0.421756302731654,0.331738972230484,0.842697963635515,0.687318220163496,2.78817524710279
"86","2018-06-01",6.48195386870209,0.476513912519388,0.437254868922571,1.06019893549257,0.687318220163496,3.62464273673143
"87","2018-07-02",6.49814395966294,0.472327213821616,0.447080237346438,1.21195086838181,0.687318220163496,4.46109103824141
"88","2018-08-01",7.23065891820602,-0.240837799588136,0.516797867771231,-0.76446456094884,0.687318220163496,1.11527451556473
"89","2018-09-03",8.44802030961001,-1.31172995128735,-0.0819704659699387,-2.46596108736301,0.687318220163496,1.95173487107572
"90","2018-10-01",8.8223992654086,-1.51493905558999,-0.255488774174258,-3.33844854324237,0.687318220163496,1.95173487107572
"91","2018-11-07",9.15994786836205,-1.85134596757692,-0.995428539207127,-3.99224543621207,0.687318220163496,2.78817524710279
"92","2018-12-03",9.10169980836212,-1.65466403639536,-0.904705622523143,-3.54615168910529,0.687318220163496,2.78817524710279
"93","2019-01-09",8.51612752556226,-0.971291345404207,-0.0106415996969315,-2.13652100514235,0.687318220163496,1.95173487107572
"94","2019-02-01",8.33925119353551,-0.809895839486626,-0.137410129033765,-1.60906996330963,0.687318220163496,1.95173487107572
"95","2019-03-01",7.86740741877493,-0.40249360422681,0.891747664424351,-1.49068684925811,0.687318220163496,1.11527451556473
"96","2019-04-01",7.63776240760811,-0.23416085138154,0.142488864070917,-0.28972334222657,0.129678799489867,1.11527451556473
"97","2019-05-06",7.65374049719976,-0.138243532453235,-0.115416226692065,-0.433502171780698,0.129678799489867,2.78817524710279
"98","2019-06-03",7.19697574517218,0.258599185433678,0.167843718002177,0.384916337217802,0.687318220163496,1.95173487107572
"99","2019-07-01",6.86898060028548,0.415876186999955,0.455706309110315,0.366806717722868,0.687318220163496,2.78817524710279
"100","2019-08-01",6.31980111601862,0.706370950540551,0.724772481526163,1.5608412753907,0.687318220163496,4.46109103824141
"101","2019-09-02",6.50458035387559,0.30583685406298,0.321684806213993,0.440321535890051,0.687318220163496,2.78817524710279
"102","2019-10-01",5.975390243636,0.683115549334392,0.544710400687226,1.03989758210241,0.687318220163496,3.62464273673143
"103","2019-11-01",5.51889683182746,0.751884200203418,0.715708390654223,1.28386189861184,0.687318220163496,3.62464273673143
"104","2019-12-02",5.74138677035783,0.441728428026016,-0.0914607865223339,0.801021330323492,0.687318220163496,1.95173487107572
"105","2020-01-09",5.34561617929308,0.648070649723531,0.682725939359812,1.15825538115294,0.687318220163496,4.46109103824141
"106","2020-02-03",5.29772292524054,0.514679116293191,0.679194779998953,0.612215733248866,0.687318220163496,3.62464273673143
"107","2020-03-02",4.99848666768414,0.693836927137326,1.01605448349509,4.00836958432281,0.687318220163496,6.13399914695837
"108","2020-04-06",5.19015870464764,0.46765014019988,0.505967734420842,0.850216186652567,0.687318220163496,5.2975418683075
"109","2020-05-06",3.78187830783014,1.52413598612223,1.99280298332467,1.87383594060433,0.687318220163496,5.2975418683075
"110","2020-06-01",3.91788241302735,1.0675395636045,0.865990503620546,0.559949475941483,0.687318220163496,2.78817524710279
"111","2020-07-02",3.78303374979508,0.426780342405708,0.289874825318587,0.493680181128897,0.687318220163496,2.78817524710279
"112","2020-08-03",3.86240021842036,0.188489861754023,0.292698259402474,0.273094525937859,0.687318220163496,6.13399914695837
"113","2020-09-01",4.03923262456297,0.00671216435290794,0.224930733048306,-0.18322755505561,0.687318220163496,1.95173487107572
"114","2020-10-01",4.03690965978087,0.029961715173066,0.376155513122623,-0.242361653810343,0.687318220163496,1.11527451556473
"115","2020-11-02",3.63777028451229,0.424783408881891,0.513769290076578,0.958642732365953,0.687318220163496,5.2975418683075
"116","2020-12-01",4.16738738889575,-0.0862237658139615,0.0571275199025218,-0.452350931641947,0.687318220163496,2.78817524710279
"117","2021-01-11",4.26216375410176,-0.14692031105297,0.282093410436504,-0.688805461269122,0.687318220163496,1.95173487107572
"118","2021-02-01",4.40676695641495,-0.31226842762332,0.218921004041066,-0.906853372929265,0.687318220163496,1.95173487107572
"119","2021-03-01",5.20612899863,-1.08809076913368,0.0529656964589319,-2.01884047264682,0.687318220163496,1.95173487107572
"120","2021-04-01",6.04124524576943,-1.64662515950582,-0.188056628837446,-2.56552294517419,0.687318220163496,1.95173487107572
"121","2021-05-04",6.39709019033413,-1.63352326775594,-0.779764436497771,-2.56752005726533,0.687318220163496,1.95173487107572
"122","2021-06-01",6.73038687236763,-1.69448530725804,-0.56690684545373,-2.2580322417467,0.687318220163496,1.95173487107572
"123","2021-07-01",7.10255133895006,-0.276123504982873,-3.78172572483218,-2.6914142237278,0.129678799489867,1.11527451556473
"124","2021-08-02",6.97737002441502,-0.858493791090687,0.630546062394203,-1.45841067465438,0.687318220163496,1.11527451556473
"125","2021-09-01",7.11961943687803,-0.676716069346996,0.476560862184696,-1.19386552639975,0.687318220163496,1.11527451556473
"126","2021-10-01",8.09635951676849,-1.3870741963914,1.31297484788567,-3.00290366753923,0.687318220163496,1.11527451556473
"127","2021-11-01",9.43892210197875,-2.20042857044035,-1.47192959867815,-2.36798365914194,0.687318220163496,1.95173487107572
"128","2021-12-01",9.45144609162377,-0.41832811638155,-3.72676782675096,-3.083798542997,0.129678799489867,1.11527451556473
"129","2022-01-10",10.5338347668501,-2.37920777532142,0.0928006206321755,-2.80933306591194,0.687318220163496,1.11527451556473
"130","2022-02-01",12.8226500495397,-3.53722918624376,-2.46421870641838,-0.612885714528184,0.687318220163496,1.11527451556473
"131","2022-03-01",21.5184718350904,0.800488694073251,-7.53593262800083,6.45738223036271,0.129678799489867,5.2975418683075
"132","2022-04-01",13.0897336867355,4.17092209551271,0.61581654357543,9.02357900651912,0.687318220163496,1.95173487107572
"133","2022-05-04",9.07496723585947,3.98249808762199,3.06534248263411,6.36821621923401,1.24495377650708,7.24928551176181
"134","2022-06-01",8.70559481051564,1.11215873041011,0.346831053036146,1.39171944762213,1.24495377650708,9.75864841659499
"135","2022-07-01",8.73508408722991,0.193440042388432,0.0640759973323897,-0.545661311869643,1.24495377650708,3.90346981314607
"136","2022-08-01",8.41297400342256,-0.609232020604329,1.22631107495827,-2.46701835950235,1.24495377650708,2.23054904708688
"137","2022-09-01",8.77007930336265,-1.12589271310382,-0.401890791563566,-3.30068665410153,0.687320731815042,3.06702238604761
"138","2022-10-03",10.3358339042912,-2.83395198300676,-1.61197234042545,-6.85391731555547,1.24495377650708,5.57635063067311
"139","2022-11-01",9.73890936090781,-2.27062474124958,-1.43113689337598,-5.36135575020381,1.24495377650708,5.57635063067311
"140","2022-12-01",9.57212785337109,-2.10337389606168,-1.46284711055723,-4.66153717855837,1.24495377650708,5.57635063067311
"141","2023-01-09",9.56604568800743,-2.22261293313744,-1.31759805975165,-4.42384839954459,1.24495377650708,5.57635063067311
"142","2023-02-01",9.8551394243568,-2.4222963118665,-1.52564949892703,-4.98177883420527,1.24495377650708,5.57635063067311
"143","2023-03-01",9.85936152198476,-2.46196115658122,-1.07477819645699,-4.73377102862599,1.24495377650708,4.73989377217025
"144","2023-04-03",9.31472682748563,-1.88073097305461,-0.735889517808227,-3.91934181790265,1.24495377650708,3.90346981314607
"145","2023-05-02",8.79452664192182,-1.36248829723239,-0.292743776506855,-2.76667410445588,1.24495377650708,3.06702238604761
"146","2023-06-01",9.62980276263442,-2.20814447785671,-1.18584205632448,-3.90520922382646,1.24495377650708,4.73989377217025
"147","2023-07-03",9.6101549793691,-1.92478984628305,0.220856417420379,-2.88473548504057,1.24495377650708,3.06702238604761
"148","2023-08-01",10.2269155367181,-0.121940546502403,0.607325297421084,1.19939788228144,0.129691476555609,3.90346981314607
"149","2023-09-01",10.2887000550476,1.98265307298378,1.72665001037859,6.92051346202887,0.687320731815042,3.90346981314607
"150","2023-10-02",9.90241424002434,3.01336533985341,2.0562515509843,14.0301813175138,1.24495377650708,6.41280603913074
"151","2023-11-01",11.0819988721518,3.67279415733098,2.38569403880166,11.1801704130749,0.687320731815042,3.90346981314607
"152","2023-12-01",10.4140751373025,4.66778223210761,4.20454352756087,14.8115667010119,0.687320731815042,3.90346981314607
