"","Dates","1M","2M","3M","4M","5M","6M","7M","8M","9M","10M","11M","1Y","13M","14M","15M","16M","17M","18M","19M","20M","21M","22M","23M","2Y"
"14","2018-05-01","0.144271271150223","0.262400637385205","0.641893986623066","0.0266611103696439","0.786800517733298","1.15125784887187","1.14318334567918","1.16836190518854","1.62032083809224","1.82961336606121","2.30047175139375","2.144848752694","2.31360125267804","2.5033755403571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-06-01","0.0265955853331565","0.195847679714419","0.300137373484418","0.703733873314872","0.07616782927483","0.811871277473889","1.16386894338384","1.15864804269643","1.18205046603278","1.60943012106075","1.80574321858014","2.249462914589","2.10225016213307","2.26274788336654","2.4436662081955",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2018-07-01","-0.0195860036471114","0.0389632239631981","0.22547267478576","0.319701816035016","0.725103286702115","0.107548089973009","0.809558511514417","1.14500567088012","1.14143367006866","1.16337331845859","1.56603905820879","1.75026475302893","2.16844384836854","2.02909467286474","2.18205893882378","2.35483008501053",NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-08-01","0.157902842477331","0.134566666597491","0.193489553297856","0.386126131697288","0.472202296514745","0.867242140259544","0.272313055963004","0.936256153077701","1.25332048360116","1.2506453558067","1.27134537996509","1.65001484954913","1.82306806096628","2.21745152997132","2.08539774375269","2.23148707661253","2.39677340971169",NA,NA,NA,NA,NA,NA,NA
"18","2018-09-01","0.0571951631252583","0.168009213176234","0.149275529372952","0.202521849945868","0.393638290696177","0.472792533845081","0.851094757707616","0.285358500608231","0.909894461488579","1.20810975395605","1.20586140916609","1.22549499102145","1.58136887865448","1.74414486995246","2.11650638213135","1.99118556722104","2.13100113474833","2.28941768771048",NA,NA,NA,NA,NA,NA
"19","2018-10-01","-0.119193415909905","0.0717347379052997","0.14755559170491","0.13302502970057","0.180638616038236","0.365747940472589","0.43887664216393","0.797457499170525","0.263743158990167","0.849366461439161","1.12907168897495","1.12695576415052","1.14566723885996","1.48019424993754","1.63354592095157","1.98561864699574","1.86648974929381","2.00058032395861","2.15269571865576",NA,NA,NA,NA,NA
"20","2018-11-01","0.0869879935586377","-0.045240689972049","0.220613715186627","0.273316086888373","0.261749196606704","0.304637042385766","0.481366338584485","0.549167479151267","0.887027914218924","0.385891935437942","0.934162058992792","1.19615083373609","1.19398278011887","1.21189827438234","1.526627520617","1.67135443395133","2.00479238007735","1.89134404212222","2.02021053002069","2.16654893802922",NA,NA,NA,NA
"21","2018-12-01","0.158640072979439","-0.070440594950945","-0.206147255935962","0.0955676405843455","0.133416494689149","0.12385797024748","0.162823044184487","0.330103160215041","0.393145236497792","0.710426973941374","0.241082402156989","0.754135449523028","0.999438600418991","0.997102813941869","1.01433535622864","1.31082547608599","1.44766972612817","1.76402794677166","1.65578237457618","1.77988195731997","1.92092560495714",NA,NA,NA
"22","2019-01-01","0.113042381801638","0.267132435713234","-0.121283882815272","-0.255194696132128","0.0586502701243141","0.086966738931487","0.0787844583723807","0.114437062287229","0.271973354127101","0.330734938731819","0.628212219724898","0.189115675047916","0.669357794330881","0.899109984871743","0.896534457910175","0.91318631845074","1.19295123840281","1.32259722518064","1.62332357720562","1.51983770069292","1.63958762511001","1.77577953811322",NA,NA
"23","2019-02-01","-0.286256823025981","0.386390755970545","0.534366393466211","0.0685939419801436","-0.060585595216887","0.25153722261966","0.273681050852553","0.266471060130077","0.299274948986762","0.447218463143122","0.502112376804657","0.780886855275504","0.37010638231808","0.820024360177024","1.03538362153013","1.0325241958378","1.04868794225473","1.31316614775013","1.43624250034618","1.72267632939207","1.62354136058744","1.73932240606613","1.87106920939174",NA
"24","2019-03-01","0.267755518691679","-0.501595332193802","0.442115221605237","0.582255642239481","0.0858793096148336","-0.0370979836297671","0.265539535972936","0.28362698372802","0.277132371304758","0.307451561861637","0.446198729560571","0.497587399082033","0.758906582239167","0.374349331723626","0.796396398731515","0.998496861329373","0.995327411242899","1.01108644652362","1.26162519901112","1.37870780766813","1.6520826810358","1.55692275984804","1.66908240988156","1.7967570736102"
"25","2019-04-01","-0.216252567747383","0.314809953928193","-0.607723301363759","0.457133858435096","0.588628903606043","0.0887892660113598","-0.0273808800373665","0.261700485175739","0.277069682361766","0.271125983922567","0.299256572674406","0.429328623862085","0.477534189524288","0.722685014158927","0.362235483402628","0.758765148180306","0.948690494563126","0.945196769675006","0.960625722806729","1.19847465323683","1.31009019964632","1.57153888868649","1.48000924443132","1.5888645865491"
"26","2019-05-01","-0.113244332102044","-0.259702311116002","0.423643340528127","-0.551274607378964","0.551551413369898","0.674291491243473","0.186456343195927","0.0772069347819926","0.350873692955533","0.364377007808597","0.358877458731419","0.385067665020657","0.507038900913498","0.552350130790243","0.782598129201002","0.44419955887955","0.817429889092713","0.996199642783495","0.992375368614153","1.00754049692739","1.23385096630743","1.34048059992162","1.59104120150431","1.50282609328624"
"27","2019-06-01","0.264651415046695","-0.0380903659009295","-0.141787239655258","0.614531575064123","-0.361943990862321","0.731721772722545","0.846002989157509","0.378560211526563","0.276076588973514","0.533776307319488","0.545962476658654","0.540836251531739","0.565298962723838","0.679754802184671","0.722432031217985","0.938988039133007","0.620687898648147","0.972684898988653","1.14124857530199","1.13709294894791","1.15205260399279","1.36788050293556","1.46996346552496","1.71058598451312"
"28","2019-07-01","0.27325473274575","0.668247149208857","0.260235032267067","0.183683712461624","0.963402575323597","0.0133530710514407","1.07173565659945","1.17805725723176","0.73510252203669","0.639090526875552","0.881024136906271","0.892251507347238","0.887450167106763","0.910370947376785","1.01788403901141","1.05816286172846","1.26216624964441","0.962139234633611","1.29481201378471","1.45404800290945","1.44956405330004","1.46436921185963","1.67067970725334","1.76861679961111"
"29","2019-08-01","0.1945549236889","0.452102721274154","0.917343061315064","0.45900654593682","0.400217923216321","1.17353774621016","0.264748352012687","1.27427015932954","1.37321483589697","0.956268416761906","0.866368657099159","1.09315500996815","1.10366196420879","1.09915103700551","1.12069341961065","1.22181066026344","1.25990481652291","1.45241652612936","1.16897365878951","1.48407669672596","1.63479391715078","1.62998740451472","1.644682246264","1.84235552771902"
"30","2019-09-01","0.424672091603897","0.521506313311344","0.746498791342042","1.2396350115188","0.764285617474407","0.717382227366151","1.46705824135611","0.606529832152884","1.56110705507903","1.65327481478114","1.26234156261376","1.17817107315621","1.39064461743801","1.40059342717481","1.39634718888387","1.41665633279806","1.5118924227912","1.54799614348562","1.72999744170927","1.46158675534033","1.76072627810765","1.90366737701827","1.89854603209971","1.91316854039815"
"31","2019-10-01","0.0972951846668515","0.617249830560428","0.6653459059943","0.864388780139402","1.36012740095475","0.887481052189846","0.848714716514842","1.5653894855142","0.755484942420505","1.65345652512314","1.73943016923292","1.37365243726178","1.29482764107951","1.49391756037733","1.50342174761746","1.49941999307241","1.51862533949265","1.60846021226106","1.64275018885522","1.81514466100855","1.56034695120148","1.84498951672673","1.98083486048807","1.9754078412138"
"32","2019-11-01","0.296260844071655","0.478893850217033","1.04929810393114","1.06915409238054","1.24805320781781","1.73201343152688","1.27334152611726","1.24029023826002","1.91951524016211","1.15990607723662","2.00216108613847","2.08248960981614","1.74054727984665","1.66669621222906","1.85335531195845","1.86249677108134","1.85872282207653","1.87694012392598","1.96181863159388","1.99445571165493","2.15807299847331","1.91559483953311","2.18707694559548","2.31644893751413"
"33","2019-12-01","0.174526441270189","0.616218192020288","0.852140435650506","1.43680798177517","1.44020998421691","1.60293342949096","2.06737128678542","1.62872100410021","1.59979523885397","2.24013463032185","1.52898581613962","2.31782457029763","2.3930164359365","2.07336985594903","2.00413827611463","2.17930216674163","2.18814192423042","2.1845814045702","2.20191434883575","2.28224722311124","2.31337789688864","2.46897828052712","2.23764368242854","2.49718166338961"
"34","2020-01-01","0.0977312902126553","0.330417205843521","0.805066116545334","1.06583537189051","1.64304111810744","1.63712060970053","1.78642255464763","2.22758519238039","1.81179862259856","1.78593448996063","2.38776110753348","1.72244833345251","2.46089395914751","2.53141563647116","2.23245113641012","2.16750520077062","2.33206985191506","2.34065486805911","2.33729495325397","2.3538365067693","2.43000200395842","2.45975972465969","2.60803903458338","2.38678058894022"
"35","2020-02-01","0.257029826200903","0.284303605024594","0.536280865413598","1.01442143710116","1.28243905484823","1.84017332371607","1.82923254407696","1.96709620226037","2.38360286920494","1.99158303537576","1.96805109431238","2.53278515268645","1.91032510788883","2.60171149468494","2.66798867876946","2.38810383273039","2.3271308662337","2.48194122706778","2.49030873112473","2.48713769088955","2.50297124831125","2.57531712476714","2.60382349152517","2.74541802366176"
"36","2020-03-01","0.857402337727361","0.550550530801117","0.559244117293606","0.814732423227581","1.2824905859934","1.54759016234128","2.07972097471677","2.06633225535555","2.19424165761263","2.58609476042709","2.21759758171084","2.19588350040483","2.7255141864879","2.14281894214149","2.79054802636741","2.85296810593414","2.59061988411946","2.53332812668131","2.67917334436683","2.68735362884253","2.68436054944821","2.69956093201751","2.76840654097813","2.79577236509031"
"37","2020-04-01","1.48370676212121","1.08776655455427","0.512788183024028","0.511712373636976","0.762603357671311","1.21234711555972","1.46889781717242","1.97277898307904","1.95846106226922","2.077570082324","2.44555296493205","2.0996806655998","2.07941051904737","2.57619812701688","2.03022201348082","2.63762449576562","2.69653950325926","2.45026971169692","2.39638753606118","2.53400004437431","2.54201829329677","2.53919290974152","2.55382724584104","2.61946563448432"
"38","2020-05-01","1.63021995183105","3.10706216211417","1.88285083861339","1.1873067474955","1.18033902468122","1.42222095042682","1.85005317667837","2.09514814905326","2.57017005748808","2.55580207885851","2.66704079452893","3.01235292440323","2.68785953291549","2.66875283456345","3.13504589440197","2.62286694552682","3.19312590831591","3.24885555244763","3.01730250556242","2.96657738440101","3.09663420219804","3.10451171075882","3.10184430543966","3.11597281363484"
"39","2020-06-01","-0.418282131039754","2.66390683675605","4.07983089227839","2.51883090546978","1.77902426014127","1.7685173583008","1.99914176618825","2.40346895362724","2.63582343550313","3.08253775338337","3.0686120869886","3.17275428897322","3.49679206226359","3.19227077998367","3.17411075331173","3.61223619313455","3.13109802340679","3.66721053470298","3.72004511955109","3.50194709161971","3.45414446702782","3.57726970057615","3.58502470861501","3.58250604979519"
"40","2020-07-01","0.537321406537044","-0.0098903394879386","3.75627785733898","5.02167214522214","3.38744507097244","2.64509143723278","2.6324950119025","2.8509123249994","3.23152979158929","3.45081166841194","3.87040447680307","3.85718093457392","3.95488742042107","4.25911414405319","3.973110588312","3.9557251674197","4.36792466603656","3.91525466157219","4.42001607231454","4.47021921676734","4.26441310045073","4.21931523842679","4.33608318237876","4.34373146049106"
"41","2020-08-01","0.306172793407574","0.662965012656954","0.226186118254841","4.0365816913838","5.15275881981074","3.55641802929103","2.83404851584526","2.82026254660152","3.02629271388425","3.38380756986302","3.59023130446369","3.98420790625083","3.97180769344028","4.06365442618115","4.34952477855568","4.08060384356821","4.06385336507945","4.4522487374546","4.02566229220509","4.50166385962073","4.54947498831451","4.35489226980521","4.31229714273043","4.42323561960822"
"42","2020-09-01","0.158548687407549","0.811200979473111","0.79422588647796","0.498925325086831","4.10138508140508","5.0943157820454","3.57618543751676","2.88527112196506","2.87086623177915","3.06477354246991","3.4002446962735","3.59432592198609","3.96432413816285","3.95278698701284","4.03928376011525","4.30820140979193","4.05498522854821","4.03875431154142","4.40533097559705","4.00262771790772","4.45226183456937","4.4978984400914","4.31355978018816","4.2732799983879"
"43","2020-10-01","0.277653286191937","0.367473344716509","1.15802727275004","0.973854560900596","0.751600731885029","4.14613627506957","5.04148385635292","3.61298906254515","2.95863454189605","2.94398327104154","3.12627763997267","3.44099322135531","3.62340132067988","3.97108264437687","3.96040146321139","4.04200458009781","4.29529987188958","4.05648788769587","4.04067994950627","4.38728149757771","4.00643712248559","4.43190667484381","4.47556636412079","4.30057556510306"
"44","2020-11-01","0.420043312762003","0.662473460002316","0.693135235870279","1.43947656966488","1.28243770410653","1.06973212012204","4.32178827190835","5.13934690908442","3.80061191966822","3.18430633976481","3.16966026590723","3.34097661980691","3.63631798252457","3.8077883613816","4.13477615788715","4.12491795702767","4.20203910904405","4.44095878929079","4.21533686019742","4.19987030506323","4.52819974820158","4.16735563861202","4.57068539812723","4.61254774099314"
"45","2020-12-01","-0.18318396757715","0.553861708527204","0.776327210435605","0.790499750929514","1.44963361650305","1.36925262469666","1.14279459085301","4.2904965219754","5.0445378607965","3.79139038979282","3.21261781586208","3.19815283343382","3.35917861877796","3.63653871874803","3.79782138506137","4.10566739713907","4.09658584651027","4.16959855102511","4.3953026169451","4.18174549864191","4.16655098080993","4.47817586247163","4.13562780309057","4.51867659973746"
"46","2021-01-01","-0.202563526104711","-0.283764766724661","0.545536090118659","0.761361044229194","0.781873411140181","1.38703179519171","1.3484614712332","1.11326568093278","4.15927496887679","4.86000942196395","3.68680636784992","3.14398476301976","3.12982779911432","3.28126008053642","3.54199587043213","3.69382603219997","3.98399380153977","3.97563669216356","4.04488114189682","4.25844381366755","4.05591374053124","4.04093212901428","4.33729174561707","4.01147849488844"
"47","2021-02-01","0.357321991077815","0.182912016308419","0.176677783626177","0.957644863713286","1.17115254718163","1.19954570683021","1.78558630126697","1.75056099438217","1.51841004795013","4.45216849479267","5.1070387425339","4.00783371268076","3.49885911011903","3.48510405117347","3.62762475570248","3.87303074356895","4.0161127074844","4.28997099962155","4.28228460795263","4.34807146543266","4.55048445547146","4.35802751439808","4.3432083260871","4.6256219564552"
"48","2021-03-01","-0.207338035660989","0.252940816676711","0.170307526554056","0.178512614966841","0.893828287871465","1.10403086157781","1.134812525885","1.71292287752951","1.66907169422584","1.44677039545805","4.26151377042955","4.87612131192468","3.84514115253144","3.36769988412475","3.35441724165447","3.48867948471527","3.71997435671997","3.85497340992324","4.11379545510041","4.10672703080642","4.16934050464775","4.36151748040667","4.17825882634832","4.16355898047678"
"49","2021-04-01","-0.0854928274879523","-0.381787675098639","0.111487402493753","0.0748349819466281","0.0705543208878421","0.750508247100555","0.955720741115024","0.985226419303586","1.55154876230919","1.50361197116811","1.29191260807391","3.98866550861082","4.56738861779552","3.59921136601436","3.15095621810201","3.13819916008658","3.2648202965982","3.4831415101327","3.61068054611302","3.85564656690075","3.84914568892082","3.90884610587693","4.09162768507293","3.91676624096845"
"50","2021-05-01","-0.155174313843467","-0.12667280345893","-0.492812306846046","-0.0148296676463424","-0.0503526133957104","-0.0654712727331193","0.601971206631867","0.801570128853408","0.829190476703529","1.37825887074696","1.3330558067865","1.12998243114179","3.71441377434924","4.26080691619157","3.35041109967749","2.92905783639417","2.91686610134447","3.03642481823561","3.24282797109083","3.36348689042979","3.59568839549095","3.58970765043341","3.64673366065677","3.82089254875271"
"51","2021-06-01","-0.269761788274885","-0.382599653452795","-0.273044511041664","-0.651628062165255","-0.198668937093919","-0.246398030541409","-0.263751552362702","0.396059431869343","0.590235268911135","0.616649519126314","1.14682822226471","1.10688076258466","0.910549442284394","3.38922360789326","3.90627165974211","3.04903266696963","2.65241014952489","2.6408127157391","2.75384851573603","2.94930949596403","3.06362618793952","3.28407112417571","3.27856638344459","3.33313688855817"
"52","2021-07-01","-0.673142638733211","-0.838956621844537","-0.943637800047634","-0.820368621570092","-1.18131854538425","-0.745394736078306","-0.800284862232254","-0.815362770422981","-0.16669795136425","0.0224236785621477","0.0482122939373699","0.560701557539764","0.525203483072987","0.334742791579854","2.71337261153647","3.20365183469019","2.39531870275378","2.02139216173328","2.01040917174574","2.11742323655253","2.30284191330854","2.41131409756817","2.62093232478372","2.61586278829635"
"53","2021-08-01","-0.345662596939708","-1.17583576270466","-1.24241359751322","-1.35305164921192","-1.24648306605781","-1.58820202798814","-1.16160411051981","-1.21677508141616","-1.22942400977592","-0.595196365370525","-0.410884146307541","-0.385561201753492","0.110926569747345","0.0784107815577224","-0.106334144932106","2.1770299708012","2.64281040061394","1.87947710505321","1.52635606719277","1.51600029333515","1.61745710827587","1.79366179947557","1.89674929553741","2.09639807297372"
"54","2021-09-01","-0.0942752745323228","-0.473530172909554","-1.32416532836357","-1.35943706148356","-1.47413749851147","-1.38302247471314","-1.71327737823419","-1.29356589372767","-1.34635361186071","-1.35779081147807","-0.738756618766282","-0.559131919894542","-0.534334829494275","-0.0527841099147563","-0.0831129202593086","-0.262111907027399","1.93030186434033","2.3736134302128","1.6516902117577","1.31762783411167","1.30790584881947","1.40423521396923","1.57198746522557","1.67011463329518"
"55","2021-10-01","-0.323213207475916","-0.299895042524243","-0.64788822487544","-1.44600402870867","-1.48972345838121","-1.6031906597532","-1.51804399013698","-1.84200122084712","-1.42984293998205","-1.48062922826056","-1.49163094636946","-0.887120875548744","-0.712099231830408","-0.687899644661417","-0.220770303828754","-0.249071206840238","-0.422396187577434","1.6832575830336","2.10593394969741","1.42212057710472","1.10550834173639","1.0964214868363","1.18802068932449","1.34802008564057"
"56","2021-11-01","-0.541717454241485","-0.757234474082501","-0.765791420083565","-1.07992258772154","-1.82378959163397","-1.8803662923235","-1.98999066897857","-1.9054876667993","-2.22405988896833","-1.82047343511508","-1.87024271896615","-1.88093873394615","-1.29016813250506","-1.11965289940051","-1.09606718032297","-0.642992069151602","-0.669236452324196","-0.837090456207524","1.1859445755904","1.58965331657616","0.940914730604505","0.640274802108569","0.631820012197315","0.71905602638516"
"57","2021-12-01","-0.0517647849988307","-0.788109674231992","-0.920397933806739","-0.979340745411992","-1.27539694574773","-1.98599129107827","-2.04667200536555","-2.15245833239689","-2.0681060163921","-2.38042507385296","-1.98573838246979","-2.03495864767618","-2.04522694902888","-1.46774701389603","-1.30162444858494","-1.27863302023281","-0.839174024587837","-0.863410735810381","-1.02605213429479","0.918397135865353","1.30466147021161","0.688205727814086","0.402182302981917","0.394352816080383"
"58","2022-01-01","-0.71522695302957","-0.618240019345122","-1.39789807261354","-1.51222950074787","-1.58923840509888","-1.8771461418622","-2.56822426287186","-2.6265251193338","-2.72927481060423","-2.64626546110142","-2.95163703911259","-2.56565404615929","-2.61431388666761","-2.62406836841796","-2.05965680492356","-1.89780724464245","-1.8753848060037","-1.44902672377422","-1.47140332084757","-1.62908131137806","0.240641437651121","0.610856682053967","0.0241149676805286","-0.248534626305103"
"59","2022-02-01","-1.33973658875548","-1.95164456132708","-1.84101096186657","-2.57371964619447","-2.69825459201356","-2.76959005052193","-3.05088899692462","-3.72527927316965","-3.77987126413842","-3.88011068243344","-3.79925843798961","-4.09761109226089","-3.72001571299155","-3.76796849040956","-3.77721418813732","-3.22568299147539","-3.06798890098036","-3.04611684549806","-2.63233305634939","-2.65302575695836","-2.80595925652494","-1.00730153025293","-0.651854901210442","-1.21124644429477"
"60","2022-03-01","-10.5729949802947","-11.9020824367117","-12.4341919497906","-12.3561370903235","-13.0327562249652","-13.1647924637689","-13.2261180338191","-13.4991565881634","-14.1551590432282","-14.2071536422228","-14.3050153317375","-14.2264283141091","-14.5180135552369","-14.1485669715853","-14.1957249248869","-14.2045085368551","-13.6656232644441","-13.5119709151507","-13.4906361830137","-13.0889299705514","-13.1080946901841","-13.256478851709","-11.5254142374444","-11.1835597854761"
"61","2022-04-01","4.00192064220804","-7.7412461951886","-8.9954158200273","-9.49717345374054","-9.44182081237513","-10.0823271639686","-10.2124740825688","-10.2681034980819","-10.5317489453548","-11.1680412578036","-11.2185279395702","-11.3139876589926","-11.2374627082443","-11.5225448354283","-11.1610884810371","-11.2074391116256","-11.2158046316907","-10.6892925659014","-10.5395708510354","-10.5187617810511","-10.1286701306726","-10.1464350167233","-10.290453160152","-8.62368158213339"
"62","2022-05-01","3.41306868612788","7.86018904348598","-3.95908080664883","-5.14499745632277","-5.63756169325829","-5.58732324291616","-6.2059336544083","-6.32972534056298","-6.3834117652903","-6.6377370711767","-7.25449194295146","-7.30384165433277","-7.39689400980823","-7.32224512833588","-7.60100258549826","-7.24740308232233","-7.29296295784362","-7.30093998974823","-6.78651846069942","-6.64061781030804","-6.62032203501977","-6.24140447488912","-6.2578810381951","-6.39771125898544"
"63","2022-06-01","3.06561734844265","6.68894648303602","11.3186095537089","-0.321961047770181","-1.46047000264317","-1.94273697373681","-1.89066002540739","-2.49052470703728","-2.60817255020134","-2.66090121975466","-2.90653028305456","-3.50468922523473","-3.55284618546547","-3.64354126785454","-3.5706821265607","-3.84323839681902","-3.49735355426845","-3.54213601270696","-3.54974562116225","-3.04713670971483","-2.90494885889228","-2.88515324747801","-2.5169835534766","-2.53227610757271"
"64","2022-07-01","0.594355599216158","3.64741750861405","7.20946787761604","11.8913443413221","0.378569290476438","-0.723096822904489","-1.18939220076679","-1.13637064045633","-1.71608656392063","-1.8290848798077","-1.88042099162962","-2.11794824822023","-2.69847081810244","-2.74532881250729","-2.83374350823114","-2.76264265477594","-3.02911322414295","-2.69078762327061","-2.73479674979351","-2.74205822547362","-2.25098969830236","-2.1124079182877","-2.09309915133524","-1.73526352481221"
"65","2022-08-01","1.11480723519751","1.54543345438005","4.48448774719603","7.98594475707111","12.7414718621169","1.29792975413822","0.231711828712167","-0.216391816450101","-0.164738967657716","-0.723379677417257","-0.832647128713023","-0.882127618968928","-1.11196332149942","-1.67558598476624","-1.72113036349876","-1.80734066182084","-1.73797132226131","-1.9984826448068","-1.66755505342452","-1.71079129175296","-1.71772446875594","-1.23792650575682","-1.10284585820892","-1.08401079767526"
"66","2022-09-01","0.418784532360736","1.48878473632619","1.72838611720724","4.52707935407878","8.04411248988418","12.9055133932903","1.52674817965479","0.496817476836756","0.0660330861497807","0.115347064232709","-0.422768401034597","-0.528537469911513","-0.576082334312521","-0.798526941055471","-1.34583323266517","-1.39011775036116","-1.47419045410399","-1.40651350065458","-1.66120055699521","-1.33750993270846","-1.37997506901144","-1.38659979635921","-0.917803151420131","-0.786120618497594"
"67","2022-10-01","0.0610063202473317","0.505151027434946","1.3766023593568","1.57147711896056","4.23467497964898","7.79632622311067","12.7644762426101","1.4665738157963","0.472566171418225","0.0574866314735978","0.104613037211242","-0.414183885479443","-0.516453714002412","-0.562206603218253","-0.777538835957373","-1.30907037579432","-1.35216236028975","-1.43415810326704","-1.36812628689973","-1.61712547817006","-1.30051266827284","-1.34221110479006","-1.34854632399071","-0.890482494188761"
"68","2022-11-01","0.410910126402069","0.530504962188563","0.88251284933092","1.6279703594375","1.84375935148007","4.38437750217","7.97560884928104","13.0361343734564","1.82805087578371","0.868390244224571","0.467848527148746","0.513190736345321","0.0125743098231963","-0.0862485771273649","-0.130369640016636","-0.338877467925593","-0.855180742514803","-0.89713486454768","-0.97711230036351","-0.912677646665932","-1.15612312665904","-0.846430348484515","-0.88736835744217","-0.893431756535318"
"69","2022-12-01","0.221666572425449","0.540532990899735","0.546574796477698","0.843933543746422","1.53714853731285","1.76193234283008","4.18949075307878","7.78891615992854","12.9300226025421","1.81107844993304","0.883895668495722","0.497192238361944","0.540987061131755","0.0576582293751979","-0.0378594827922996","-0.0804524550003665","-0.282426652087567","-0.784049775363747","-0.824908136888321","-0.902925574936059","-0.840042581077293","-1.07806601233018","-0.775136217065718","-0.815321064648398"
"70","2023-01-01","0.680095742821964","0.712443755028387","0.913887388904104","0.858556220931222","1.13742464344034","1.79606209050003","2.00606787096684","4.32617080393967","7.92290829790628","13.1386929759585","2.10538940588459","1.2090277423814","0.835621929596742","0.87794404069296","0.411153563769838","0.31876859544885","0.277639262462371","0.0819173433235489","-0.405560522358558","-0.445360309558231","-0.521475490544271","-0.460100919499546","-0.692832290935224","-0.396509084511815"
"71","2023-02-01","0.0458894306212532","0.650320172016355","0.607513563351057","0.776245078208775","0.726266668702015","0.992732893930204","1.60774491073168","1.79626150992627","4.01340424657041","7.60391000589606","12.8907474122631","1.9408254923684","1.0738704158318","0.71320514522074","0.754082593438968","0.303119405167655","0.213707161703069","0.173985795556932","-0.0157507759396793","-0.489597506347429","-0.528375596839269","-0.60264509306868","-0.542736942939693","-0.770305038514323"
"72","2023-03-01","-0.026288624707794","-0.003355141151272","0.423156453029771","0.39844655035591","0.572858504853283","0.544853331827944","0.792876532885984","1.35845431331432","1.53023569445739","3.64931004700408","7.23091411201533","12.5847920175869","1.71733377290233","0.878492167690572","0.529979743289211","0.569456366490131","0.133615754175159","0.04703641789835","0.00866345592177709","-0.17534114941069","-0.636050199291579","-0.673843756511006","-0.746322684726028","-0.687839638598445"
"73","2023-04-01","0.423948977215597","0.145116744495189","0.251524174912357","0.58954892781683","0.595759710260864","0.770165952159486","0.753167355885704","0.979625663360295","1.49906926111554","1.65925197312464","3.68548898110881","7.25424103092361","12.6705166882399","1.88489145153871","1.07291549689023","0.735975812272263","0.774114478640754","0.352708160143467","0.268834343192333","0.231747625437929","0.0532328944846192","-0.394813852101953","-0.431659385828585","-0.502401415877157"
